MD,date_time_pd,CT_INC,CT_AZI,ST_INC,ST_AZI,GX,GY,GZ,BX,BY,BZ,CC_RPM,RPM_LT,RPM_UT,RX,RY,AXLSHKPEAK,AXLSHKRMS,RADSHKRMS,RADSHKPEAK,mwd_md,date_time_mwd,mwd_incl,mwd_azim
1780.0122,2025-02-21 08:00:08.800,26.01124,104.83530,,,-0.4531100,0.8918330,0.1390763,-0.8943907,-0.0620855,-0.1675772,0.7636,-0.9424,0.5684,1.0117908,0.1413606,0.100854,0.037788,0.044178,0.122586,1779.9383,2025-02-21 08:00:08.800,26.07233,104.24986
1780.0126,2025-02-21 08:00:09.000,25.97302,102.22837,,,-0.4253347,0.8947721,0.0970525,-0.8993825,-0.0640060,-0.1713711,2.5017,-0.8081,0.5936,0.9947142,0.0870203,,,,,1780.1303,2025-02-21 08:00:09.000,25.99357,102.42260
1780.0135,2025-02-21 08:00:09.200,25.98838,103.57012,,,-0.4351820,0.8996109,0.0519752,-0.8996783,-0.0764638,-0.1756775,2.1579,0.3714,0.3318,1.0247040,0.0328461,,,,,1780.0396,2025-02-21 08:00:09.200,26.04191,103.29973
1780.0140,2025-02-21 08:00:09.400,25.98856,100.75513,,,-0.4502162,0.8800049,0.0255134,-0.8885769,-0.0836531,-0.1600433,2.3844,-0.8561,1.0506,0.9811044,0.0285423,,,,,1779.9855,2025-02-21 08:00:09.400,25.97491,100.27173
1780.0140,2025-02-21 08:00:09.600,25.99695,99.15322,,,-0.4184706,0.9012806,-0.0273223,-0.8971485,-0.0893966,-0.1518414,1.1911,0.9135,1.9429,0.9914458,-0.0161497,0.221987,0.056002,0.052039,0.184865,1779.9499,2025-02-21 08:00:09.600,26.03966,99.61292
1780.0140,2025-02-21 08:00:09.800,25.99867,100.38772,,,-0.4317729,0.8896659,-0.0384762,-0.8998151,-0.0758032,-0.1688156,1.1199,-0.3375,1.9074,0.9971466,-0.0362609,,,,,1779.9995,2025-02-21 08:00:09.800,26.01402,100.17894
1780.0148,2025-02-21 08:00:10.000,25.99165,101.48432,,,-0.4373718,0.9194453,-0.0514315,-0.8970873,-0.0824526,-0.1697567,1.4281,1.2562,0.3826,0.9950289,-0.0474477,,,,,1780.0324,2025-02-21 08:00:10.000,26.01973,101.50560
1780.0148,2025-02-21 08:00:10.200,26.00382,98.77774,,,-0.4557429,0.9020803,-0.1045421,-0.8980685,-0.0964027,-0.1604051,1.3256,-0.1487,0.4938,0.9935521,-0.1057939,,,,,1780.0265,2025-02-21 08:00:10.200,26.03893,99.01962
1780.0155,2025-02-21 08:00:10.400,26.01446,96.60279,,,-0.4227730,0.9207191,-0.1137831,-0.8995128,-0.1065025,-0.1419541,1.5693,1.1350,0.3769,1.0016748,-0.1269461,0.150681,0.047980,0.046756,0.162551,1780.0520,2025-02-21 08:00:10.400,26.11646,96.64652
1780.0161,2025-02-21 08:00:10.600,25.98152,96.11164,,,-0.4474386,0.8777093,-0.1517490,-0.8950443,-0.1171393,-0.1512552,1.7030,-0.0578,0.5089,1.0022980,-0.1715447,,,,,1780.0035,2025-02-21 08:00:10.600,26.00238,96.04828
1780.0161,2025-02-21 08:00:10.800,26.02078,95.64639,,,-0.4339097,0.8921920,-0.1891848,-0.9029576,-0.1081733,-0.1521519,1.4909,0.5215,1.9308,0.9949959,-0.2203649,,,,,1780.0599,2025-02-21 08:00:10.800,25.98287,95.75721
1780.0165,2025-02-21 08:00:11.000,26.00848,95.34741,,,-0.4492469,0.8808625,-0.1966609,-0.8900164,-0.1096560,-0.1427375,1.3538,-0.1197,2.3072,0.9416730,-0.2535176,,,,,1779.9976,2025-02-21 08:00:11.000,26.06699,95.28456
1780.0165,2025-02-21 08:00:11.200,26.01270,95.15558,,,-0.4269610,0.8846835,-0.2195230,-0.8985171,-0.1223307,-0.1384290,1.2275,0.1257,0.6145,0.9733369,-0.2764701,0.185602,0.041552,0.049814,0.215643,1780.1601,2025-02-21 08:00:11.200,26.12915,94.82725
1780.0172,2025-02-21 08:00:11.400,25.99659,94.24835,,,-0.4377447,0.8580934,-0.2479209,-0.9129306,-0.1240931,-0.1312717,1.6637,1.2045,0.4048,0.9534413,-0.2847083,,,,,1780.0404,2025-02-21 08:00:11.400,26.01247,94.01671
1780.0172,2025-02-21 08:00:11.600,26.01502,91.78523,,,-0.4424922,0.8486711,-0.2851327,-0.8870231,-0.1297028,-0.1169959,1.1994,1.6282,0.5172,0.9492562,-0.3140632,,,,,1780.0559,2025-02-21 08:00:11.600,25.98395,91.91396
1780.0176,2025-02-21 08:00:11.800,26.02146,92.05779,,,-0.4416610,0.8578237,-0.3082457,-0.9017485,-0.1357190,-0.1099664,1.7244,1.1624,1.2514,0.9044772,-0.3543836,,,,,1779.9487,2025-02-21 08:00:11.800,25.94867,91.98691
1780.0177,2025-02-21 08:00:12.000,26.04467,90.80462,,,-0.4297464,0.8265598,-0.3457350,-0.8918432,-0.1409553,-0.1152131,1.0971,0.2551,2.0332,0.9311246,-0.3688752,0.142413,0.047090,0.048585,0.209388,1780.0360,2025-02-21 08:00:12.000,25.98033,91.05593
1780.0177,2025-02-21 08:00:12.200,26.00595,90.93104,,,-0.4300393,0.8149203,-0.3594186,-0.8999156,-0.1379506,-0.1127915,2.3112,0.3020,3.2665,0.8866610,-0.3944613,,,,,1779.9534,2025-02-21 08:00:12.200,25.97409,90.86142
1780.0177,2025-02-21 08:00:12.400,25.98717,89.53256,,,-0.4337854,0.8202367,-0.3803169,-0.9033233,-0.1594443,-0.1188160,0.8789,1.2366,1.7026,0.8982974,-0.4079448,,,,,1780.0859,2025-02-21 08:00:12.400,25.97843,89.57824
1780.0187,2025-02-21 08:00:12.600,26.02623,89.83337,,,-0.4399224,0.8096524,-0.3985877,-0.9036857,-0.1401019,-0.1113760,0.7564,0.4338,-0.1394,0.9006501,-0.4388785,,,,,1780.0311,2025-02-21 08:00:12.600,26.10720,89.75883
1780.0191,2025-02-21 08:00:12.800,26.00494,88.60137,,,-0.4326488,0.7948343,-0.4171106,-0.9062682,-0.1425464,-0.1131308,0.5250,0.2750,0.2255,0.8838733,-0.4328189,0.127522,0.035468,0.044097,0.173713,1780.0295,2025-02-21 08:00:12.800,26.07416,88.87685
1780.0191,2025-02-21 08:00:13.000,26.02846,86.92737,,,-0.4208354,0.7693074,-0.4285549,-0.9050173,-0.1471635,-0.1105233,1.7601,-0.0272,-0.0287,0.8974311,-0.4577606,,,,,1779.9804,2025-02-21 08:00:13.000,25.97893,86.91694
1780.0191,2025-02-21 08:00:13.200,26.00086,86.80482,,,-0.4373300,0.7628311,-0.4318822,-0.8980777,-0.1477238,-0.1088207,0.3688,0.3015,3.4431,0.8643037,-0.5095015,,,,,1779.9581,2025-02-21 08:00:13.200,26.00419,86.93956
1780.0193,2025-02-21 08:00:13.400,25.99391,87.02629,,,-0.4360868,0.7682003,-0.4389686,-0.8976602,-0.1464547,-0.1079861,0.2153,0.6511,0.4535,0.8855329,-0.4953832,,,,,1780.0256,2025-02-21 08:00:13.400,25.97760,86.87659
1780.0197,2025-02-21 08:00:13.600,25.99277,86.39715,,,-0.4342914,0.7764633,-0.4454310,-0.8980718,-0.1503368,-0.0962402,0.1893,0.1805,0.0515,0.8596486,-0.5206285,0.155603,0.040624,0.055201,0.144551,1780.0406,2025-02-21 08:00:13.600,26.03718,86.55914
1780.0207,2025-02-21 08:00:13.800,26.00646,86.33644,,,-0.4325213,0.7610574,-0.4525809,-0.8991599,-0.1672828,-0.1070599,0.8956,2.0532,0.2169,0.8686923,-0.4881966,,,,,1779.9697,2025-02-21 08:00:13.800,26.01322,86.64756
1780.0207,2025-02-21 08:00:14.000,26.02512,85.60765,,,-0.4407253,0.7649158,-0.4736211,-0.8929441,-0.1584552,-0.0901817,0.7594,-0.0344,2.1754,0.8393550,-0.5213896,,,,,1779.9638,2025-02-21 08:00:14.000,25.97262,86.02506
1780.0214,2025-02-21 08:00:14.200,25.96406,84.74926,,,-0.4498755,0.7720629,-0.4891819,-0.8963951,-0.1617259,-0.0963687,-0.1589,-0.1328,0.4177,0.8747484,-0.5210812,,,,,1780.0610,2025-02-21 08:00:14.200,25.95813,84.92125
1780.0214,2025-02-21 08:00:14.400,25.97429,86.04324,,,-0.4456437,0.7589144,-0.4941939,-0.9021611,-0.1438003,-0.0946237,1.1809,-0.0666,0.3080,0.8191878,-0.5630803,0.128576,0.045498,0.043635,0.164184,1779.9695,2025-02-21 08:00:14.400,26.02359,85.93271
1780.0214,2025-02-21 08:00:14.600,25.99874,84.62250,,,-0.4209005,0.7613288,-0.5031046,-0.9011907,-0.1688457,-0.0978690,0.9655,0.1019,1.9001,0.8333007,-0.5774326,,,,,1780.0503,2025-02-21 08:00:14.600,25.91520,84.99415
1780.0215,2025-02-21 08:00:14.800,26.00615,83.89061,,,-0.4298747,0.7540860,-0.5086304,-0.8932533,-0.1587426,-0.0842486,-0.1876,1.1497,0.0491,0.8564715,-0.5553850,,,,,1780.0242,2025-02-21 08:00:14.800,26.01890,83.92443
1780.0215,2025-02-21 08:00:15.000,25.99442,84.54037,,,-0.4240411,0.7580314,-0.4948115,-0.9006140,-0.1567880,-0.0919076,-0.1230,-0.1888,-0.0943,0.8216209,-0.5405107,,,,,1780.0975,2025-02-21 08:00:15.000,26.04559,85.19306
1780.0216,2025-02-21 08:00:15.200,26.01899,85.54310,,,-0.4318644,0.7443440,-0.5085893,-0.8967507,-0.1544701,-0.0910561,0.1230,1.6825,1.0851,0.8248380,-0.5595728,0.163956,0.039080,0.043736,0.141423,1780.0055,2025-02-21 08:00:15.200,25.98201,85.39587
1780.0216,2025-02-21 08:00:15.400,26.01452,82.99004,,,-0.4404560,0.7323092,-0.5327707,-0.9070872,-0.1474931,-0.0828328,0.9382,1.5277,-0.0738,0.8106127,-0.5750231,,,,,1779.9424,2025-02-21 08:00:15.400,26.08705,82.83531
1780.0216,2025-02-21 08:00:15.600,26.08055,83.76056,,,-0.4374139,0.7383564,-0.5189367,-0.8949575,-0.1594906,-0.0822978,0.7830,-0.1755,0.9151,0.8138861,-0.5430270,,,,,1780.0299,2025-02-21 08:00:15.600,25.96921,83.99816
1780.0219,2025-02-21 08:00:15.800,26.03789,82.10915,,,-0.4375806,0.7230744,-0.5276845,-0.9008032,-0.1601846,-0.0882767,0.2072,-0.3669,-0.0099,0.7896430,-0.5922222,,,,,1779.9910,2025-02-21 08:00:15.800,26.01421,82.54626
1780.0230,2025-02-21 08:00:16.000,26.01392,81.77071,,,-0.4391281,0.7285068,-0.5399688,-0.8933083,-0.1764051,-0.0832998,0.9342,-0.3515,0.2947,0.8052655,-0.6083644,0.183975,0.041786,0.049214,0.127323,1780.0690,2025-02-21 08:00:16.000,25.96355,82.19502
1780.0230,2025-02-21 08:00:16.200,26.01027,82.09995,,,-0.4395945,0.7003260,-0.5682315,-0.9083198,-0.1723899,-0.0757074,1.4796,1.3051,0.0055,0.8022403,-0.6391194,,,,,1780.0141,2025-02-21 08:00:16.200,26.04641,82.29997
1780.0238,2025-02-21 08:00:16.400,26.03988,81.74764,,,-0.4386234,0.6726077,-0.5525664,-0.9002240,-0.1655495,-0.0821736,-0.2273,2.4379,1.3411,0.7738687,-0.5954505,,,,,1779.9564,2025-02-21 08:00:16.400,26.05339,81.30461
1780.0250,2025-02-21 08:00:16.600,26.02385,81.26734,,,-0.4490625,0.6974155,-0.5579986,-0.8815169,-0.1648549,-0.0776524,0.2626,-0.2278,0.4077,0.7762113,-0.6145363,,,,,1780.0621,2025-02-21 08:00:16.600,25.99553,81.47920
1780.0250,2025-02-21 08:00:16.800,25.99116,82.12037,,,-0.4507321,0.6925679,-0.5378171,-0.8926756,-0.1662747,-0.0736641,-0.1040,-0.0127,2.0567,0.7753178,-0.6422655,0.103720,0.038617,0.055884,0.158415,1780.0404,2025-02-21 08:00:16.800,26.02923,82.00188
1780.0250,2025-02-21 08:00:17.000,25.98752,79.47558,,,-0.4520285,0.6676599,-0.5758297,-0.9051499,-0.1674500,-0.0648269,0.1942,1.2351,3.5056,0.7734465,-0.6142310,,,,,1780.0680,2025-02-21 08:00:17.000,25.96033,78.94867
1780.0255,2025-02-21 08:00:17.200,25.99545,81.39791,,,-0.4406581,0.7230034,-0.5624495,-0.8925321,-0.1634534,-0.0778234,0.2367,2.2911,-0.0511,0.7657007,-0.6397300,,,,,1780.0132,2025-02-21 08:00:17.200,26.03133,81.28832
1780.0260,2025-02-21 08:00:17.400,25.97905,82.61703,,,-0.4246683,0.7032433,-0.5853482,-0.9084163,-0.1647892,-0.0822636,0.2451,-0.0215,-0.3515,0.7653177,-0.6238954,,,,,1780.0011,2025-02-21 08:00:17.400,26.02114,82.38077
1780.0260,2025-02-21 08:00:17.600,25.99081,81.95916,,,-0.4389637,0.6915309,-0.5817063,-0.8907853,-0.1695228,-0.0786051,0.3265,0.3761,-0.3024,0.7544564,-0.6511960,0.213565,0.049348,0.044346,0.184846,1779.9771,2025-02-21 08:00:17.600,26.01406,82.00524
1780.0260,2025-02-21 08:00:17.800,25.97939,81.57560,,,-0.4401488,0.6836683,-0.5870302,-0.8957376,-0.1709736,-0.0632985,0.3387,-0.1166,3.8732,0.7646537,-0.6401821,,,,,1779.9637,2025-02-21 08:00:17.800,25.98049,81.12077
1780.0260,2025-02-21 08:00:18.000,26.00445,79.20400,,,-0.4451570,0.6578397,-0.5859738,-0.8995421,-0.1660635,-0.0814606,0.3009,-0.1003,0.0015,0.7493931,-0.6577472,,,,,1779.9708,2025-02-21 08:00:18.000,25.91372,79.78852
1780.0260,2025-02-21 08:00:18.200,25.99508,80.22773,,,-0.4330271,0.6751258,-0.5979121,-0.8984077,-0.1611235,-0.0636423,0.1889,0.5384,0.9938,0.7405543,-0.6585792,,,,,1780.0479,2025-02-21 08:00:18.200,25.97839,79.88346
1780.0260,2025-02-21 08:00:18.400,25.99729,78.12918,,,-0.4492069,0.6815517,-0.6134738,-0.9055347,-0.1635313,-0.0568083,0.2445,3.3824,3.9497,0.7204387,-0.6820404,0.109816,0.037789,0.068236,0.311637,1779.8841,2025-02-21 08:00:18.400,26.02205,78.21543
1780.0260,2025-02-21 08:00:18.600,25.99039,80.15087,,,-0.4402629,0.6677689,-0.6202530,-0.9021991,-0.1634800,-0.0661675,0.4939,-0.1933,-0.3420,0.7592379,-0.6679817,,,,,1780.0570,2025-02-21 08:00:18.600,26.03313,79.70872
1780.0262,2025-02-21 08:00:18.800,25.97306,77.82336,,,-0.4205844,0.6363377,-0.6094170,-0.8893167,-0.1673538,-0.0603102,1.1599,1.7116,-0.3205,0.6843390,-0.6767543,,,,,1780.0092,2025-02-21 08:00:18.800,26.02183,77.59152
1780.0262,2025-02-21 08:00:19.000,25.99780,77.50305,,,-0.4396309,0.6481071,-0.6155852,-0.9052739,-0.1691056,-0.0695557,0.3527,0.9887,0.8976,0.7293028,-0.6977964,,,,,1780.0668,2025-02-21 08:00:19.000,26.01893,77.79760
