MD,date_time_pd,CT_INC,CT_AZI,ST_INC,ST_AZI,GX,GY,GZ,BX,BY,BZ,CC_RPM,RPM_LT,RPM_UT,RX,RY,AXLSHKPEAK,AXLSHKRMS,RADSHKRMS,RADSHKPEAK,mwd_md,date_time_mwd,mwd_incl,mwd_azim
1560.0670,2025-02-04 08:00:02.000,22.50914,54.77777,,,-0.4172844,0.8899953,-0.0570342,-0.8032571,0.0408497,0.4761165,85.1776,42.2486,58.6577,0.9959116,-0.0802347,,,,,1560.1017,2025-02-04 08:00:02.000,22.53238,54.97696
1560.0730,2025-02-04 08:00:02.200,22.52058,300.08816,,,-0.3980143,-0.2005213,-0.8964150,-0.8008579,0.3979074,-0.1317474,83.5407,43.1669,56.1095,-0.2369766,-0.9944137,,,,,1560.0822,2025-02-04 08:00:02.200,22.51236,300.30710
1560.0795,2025-02-04 08:00:02.400,22.51278,227.96751,,,-0.3935730,-0.8090784,0.3891181,-0.8076400,-0.2181416,-0.3893919,83.7166,39.0239,60.6647,-0.9088956,0.4824930,0.512032,0.129263,0.116505,0.542801,1560.1177,2025-02-04 08:00:02.400,22.51786,228.18218
1560.0858,2025-02-04 08:00:02.600,22.50192,89.52060,,,-0.3944367,0.5208346,0.7215044,-0.8100423,-0.3137851,0.2713796,85.0305,39.5495,60.2257,0.5838757,0.7593028,,,,,1560.1156,2025-02-04 08:00:02.600,22.45793,89.40483
1560.0914,2025-02-04 08:00:02.800,22.48571,39.18255,,,-0.3602142,0.6364763,-0.6720284,-0.7967980,0.3010716,0.2970716,81.3603,43.7828,58.2329,0.7071955,-0.6802614,,,,,1560.1213,2025-02-04 08:00:02.800,22.46462,39.06406
1560.0974,2025-02-04 08:00:03.000,22.51671,258.93395,,,-0.4287953,-0.6824328,-0.5998188,-0.8049335,0.2534714,-0.3672076,81.9466,43.5722,57.5257,-0.8218602,-0.5159667,,,,,1560.0743,2025-02-04 08:00:03.000,22.48852,258.39841
1560.1032,2025-02-04 08:00:03.200,22.49476,199.84118,,,-0.3865290,-0.3974689,0.8535907,-0.7997110,-0.4095824,-0.1802699,86.2881,37.7758,53.4922,-0.4537749,0.9560665,0.578298,0.130533,0.133331,0.596693,1560.0709,2025-02-04 08:00:03.200,22.47551,199.66432
1560.1091,2025-02-04 08:00:03.400,22.51683,63.70502,,,-0.3489726,0.8757929,0.1413604,-0.7903443,-0.1008168,0.4317310,85.1375,42.1332,55.1546,0.9794351,0.1830435,,,,,1560.0973,2025-02-04 08:00:03.400,22.47883,63.79249
1560.1149,2025-02-04 08:00:03.600,22.50941,317.57212,,,-0.3765446,-0.0804807,-0.8996972,-0.8019646,0.4377717,-0.0411517,87.2397,40.5344,55.7868,-0.0421861,-1.0510764,,,,,1560.1021,2025-02-04 08:00:03.600,22.48575,317.28403
1560.1211,2025-02-04 08:00:03.800,22.51256,237.21142,,,-0.3178060,-0.9283731,0.1367338,-0.7955771,-0.0963697,-0.4337110,78.2955,40.4904,53.2415,-1.0302323,0.1353519,,,,,1560.0171,2025-02-04 08:00:03.800,22.54710,237.25016
1560.1262,2025-02-04 08:00:04.000,22.51678,123.99589,,,-0.3657246,0.1501465,0.8716051,-0.7839733,-0.4377657,0.1099018,78.6501,41.6475,59.2185,0.1298005,0.9740990,0.366177,0.142633,0.161527,0.668204,1560.1266,2025-02-04 08:00:04.000,22.53642,123.77878
1560.1326,2025-02-04 08:00:04.200,22.48834,48.74837,,,-0.4045065,0.8793335,-0.2946307,-0.7769083,0.1427063,0.4311863,80.3181,38.1404,60.5934,1.0007037,-0.3361830,,,,,1560.1918,2025-02-04 08:00:04.200,22.51675,48.67835
1560.1382,2025-02-04 08:00:04.400,22.48367,273.49920,,,-0.3735956,-0.4306049,-0.8312262,-0.8031358,0.3671762,-0.2642204,84.7230,41.8161,52.1411,-0.5330618,-0.8953313,,,,,1560.1574,2025-02-04 08:00:04.400,22.52315,274.11459
1560.1449,2025-02-04 08:00:04.600,22.49850,223.04315,,,-0.3751888,-0.7298291,0.6199352,-0.7838194,-0.2774453,-0.3045220,84.8527,37.6288,60.7867,-0.7318836,0.6294871,,,,,1560.1572,2025-02-04 08:00:04.600,22.53824,223.13757
1560.1511,2025-02-04 08:00:04.800,22.49591,77.03308,,,-0.3959158,0.7154163,0.5822591,-0.7910212,-0.2415229,0.3576080,84.9397,41.1966,56.3538,0.7944107,0.6413671,0.524729,0.127151,0.120909,0.553474,1560.1267,2025-02-04 08:00:04.800,22.50986,77.29439
1560.1575,2025-02-04 08:00:05.000,22.50858,13.21768,,,-0.4292047,0.3528671,-0.8377751,-0.7851848,0.4082235,0.1583709,84.7136,41.6391,60.9779,0.3731594,-0.9711671,,,,,1560.2001,2025-02-04 08:00:05.000,22.54194,13.17409
1560.1636,2025-02-04 08:00:05.200,22.50471,244.75990,,,-0.4224038,-0.8498577,-0.1771417,-0.8044902,0.0605030,-0.4309921,86.3670,36.9604,59.3221,-0.9437733,-0.2245310,,,,,1560.2115,2025-02-04 08:00:05.200,22.50510,244.45759
1560.1696,2025-02-04 08:00:05.400,22.51126,147.19189,,,-0.3964475,0.0185512,0.9397509,-0.8033732,-0.4345737,-0.0316991,83.8672,36.6260,57.1098,-0.0746115,1.0682056,,,,,1560.1720,2025-02-04 08:00:05.400,22.53001,147.26033
1560.1768,2025-02-04 08:00:05.600,22.46585,52.63758,,,-0.3854409,0.8969883,-0.2093875,-0.8045452,0.1324523,0.4541037,85.0279,40.8239,59.6051,1.0387290,-0.1672078,0.534848,0.137118,0.112951,0.397780,1560.2307,2025-02-04 08:00:05.600,22.53804,52.33279
1560.1837,2025-02-04 08:00:05.800,22.49691,281.52988,,,-0.4056804,-0.3757574,-0.8210075,-0.8110495,0.4119682,-0.1684255,85.7865,41.0266,60.5102,-0.4354574,-0.9414787,,,,,1560.1974,2025-02-04 08:00:05.800,22.54918,281.56481
1560.1899,2025-02-04 08:00:06.000,22.49355,220.25403,,,-0.4017062,-0.7220898,0.5744083,-0.8093005,-0.3010091,-0.3579328,88.0041,42.7632,59.7272,-0.7855296,0.5857291,,,,,1560.1851,2025-02-04 08:00:06.000,22.53251,220.53770
1560.1966,2025-02-04 08:00:06.200,22.52399,73.46531,,,-0.4139476,0.7703105,0.5769551,-0.7937037,-0.2825538,0.3747399,84.1864,38.2562,59.8566,0.7775582,0.6418190,,,,,1560.1360,2025-02-04 08:00:06.200,22.57156,73.72061
1560.2014,2025-02-04 08:00:06.400,22.46009,21.19489,,,-0.3915227,0.4414851,-0.8664943,-0.8120318,0.4178051,0.2210995,84.4124,42.6481,56.8640,0.4591926,-0.9167821,0.396508,0.098325,0.177009,0.796874,1560.1664,2025-02-04 08:00:06.400,22.52614,21.61396
1560.2064,2025-02-04 08:00:06.600,22.53076,245.45324,,,-0.4107805,-0.8552213,-0.3197917,-0.7945187,0.1251182,-0.4510217,81.5120,40.3008,60.8795,-0.9246226,-0.3082284,,,,,1560.2222,2025-02-04 08:00:06.600,22.46377,246.12412
1560.2131,2025-02-04 08:00:06.800,22.53325,172.09500,,,-0.3896794,-0.1386055,0.9111647,-0.8043176,-0.4229321,-0.0436318,86.4393,40.3248,64.0477,-0.1375375,0.9530569,,,,,1560.1968,2025-02-04 08:00:06.800,22.44310,171.68572
1560.2192,2025-02-04 08:00:07.000,22.51087,56.54061,,,-0.3638817,0.9105038,-0.1426617,-0.8194064,0.0708071,0.4268317,86.6691,40.5965,53.9880,1.0325738,-0.1582545,,,,,1560.2215,2025-02-04 08:00:07.000,22.49054,56.96395
1560.2255,2025-02-04 08:00:07.200,22.54601,282.94391,,,-0.4090753,-0.3453675,-0.8666046,-0.8027107,0.4196033,-0.1493025,86.5726,45.0855,59.9302,-0.3467356,-0.9310033,0.412473,0.117518,0.105213,0.410003,1560.2331,2025-02-04 08:00:07.200,22.50137,282.68051
1560.2319,2025-02-04 08:00:07.400,22.53003,227.58647,,,-0.3830447,-0.8095251,0.4059907,-0.8157543,-0.1882261,-0.4273511,80.4379,39.4346,58.3462,-0.8966587,0.5442226,,,,,1560.2171,2025-02-04 08:00:07.400,22.47495,228.20172
1560.2377,2025-02-04 08:00:07.600,22.54122,87.55451,,,-0.4042083,0.5641199,0.6851505,-0.8177712,-0.3126943,0.2678215,84.5118,38.0341,59.5761,0.6596019,0.7436192,,,,,1560.2467,2025-02-04 08:00:07.600,22.51052,87.85424
1560.2438,2025-02-04 08:00:07.800,22.50739,29.66925,,,-0.4079518,0.5621620,-0.7411496,-0.7734114,0.3615565,0.2563588,84.6082,39.1218,60.3074,0.5844003,-0.8211823,,,,,1560.1874,2025-02-04 08:00:07.800,22.55003,29.50102
1560.2498,2025-02-04 08:00:08.000,22.53278,248.89750,,,-0.4241919,-0.8158961,-0.4131601,-0.7902813,0.2009089,-0.4104968,85.1656,40.3627,55.7165,-0.8407572,-0.4282215,0.507949,0.123622,0.126743,0.456311,1560.1876,2025-02-04 08:00:08.000,22.53639,248.75247
1560.2560,2025-02-04 08:00:08.200,22.47677,178.86450,,,-0.3987169,-0.2044530,0.9093985,-0.8282418,-0.4416739,-0.0673691,86.9840,42.8162,62.3325,-0.1887837,1.0455080,,,,,1560.2602,2025-02-04 08:00:08.200,22.52120,178.50079
1560.2611,2025-02-04 08:00:08.400,22.53416,56.62282,,,-0.3973361,0.9604816,-0.0722488,-0.7917712,0.0348159,0.4602202,87.6993,41.3848,57.3374,0.9940548,-0.0751316,,,,,1560.2368,2025-02-04 08:00:08.400,22.50549,57.07401
1560.2673,2025-02-04 08:00:08.600,22.48008,287.77797,,,-0.3890087,-0.2727451,-0.9113993,-0.7897773,0.4421799,-0.1615202,86.1246,39.5527,59.2477,-0.2855990,-0.9305352,,,,,1560.1689,2025-02-04 08:00:08.600,22.49755,288.05168
1560.2727,2025-02-04 08:00:08.800,22.52246,226.64648,,,-0.3975729,-0.7978920,0.4487513,-0.8124888,-0.2051329,-0.4040899,85.0608,37.5720,59.4207,-0.8436766,0.4870217,0.401087,0.092778,0.152521,0.456256,1560.2460,2025-02-04 08:00:08.800,22.53360,226.80453
1560.2789,2025-02-04 08:00:09.000,22.51843,84.91373,,,-0.4069129,0.5803345,0.7332394,-0.7993332,-0.3420004,0.2822062,82.3081,44.9751,56.1694,0.6411716,0.8054318,,,,,1560.2744,2025-02-04 08:00:09.000,22.49743,85.22432
1560.2854,2025-02-04 08:00:09.200,22.48589,34.80318,,,-0.4014059,0.6333227,-0.7196103,-0.7940798,0.3318179,0.2857549,83.8877,42.6141,61.9163,0.6546793,-0.6893367,,,,,1560.3027,2025-02-04 08:00:09.200,22.53857,35.38056
1560.2905,2025-02-04 08:00:09.400,22.54848,249.09210,,,-0.3759148,-0.8109605,-0.4544044,-0.7750000,0.2116607,-0.3901823,86.6036,42.0419,60.9783,-0.8530373,-0.4897762,,,,,1560.2473,2025-02-04 08:00:09.400,22.53998,248.80363
1560.2958,2025-02-04 08:00:09.600,22.55196,177.98239,,,-0.3977278,-0.2068901,0.9173919,-0.8055633,-0.4502890,-0.1194864,87.4531,42.4835,56.7778,-0.2244903,1.0479866,0.510774,0.114862,0.170525,0.615520,1560.2036,2025-02-04 08:00:09.600,22.48374,177.93033
1560.3011,2025-02-04 08:00:09.800,22.48723,57.81350,,,-0.3694591,0.9266193,-0.0222111,-0.8259321,0.0337324,0.4426546,87.7817,39.5628,60.0051,1.0026149,-0.0265472,,,,,1560.3514,2025-02-04 08:00:09.800,22.54604,58.21477
1560.3079,2025-02-04 08:00:10.000,22.50988,293.13323,,,-0.3965256,-0.2630867,-0.8888163,-0.7874214,0.4175394,-0.1214900,86.0778,39.4553,64.2872,-0.2594687,-0.9547129,,,,,1560.2946,2025-02-04 08:00:10.000,22.48689,292.83793
1560.3142,2025-02-04 08:00:10.200,22.50732,228.11271,,,-0.4175906,-0.8083091,0.3838717,-0.8096876,-0.1978926,-0.3968053,83.5380,43.4388,56.5420,-0.8869418,0.4368375,,,,,1560.3192,2025-02-04 08:00:10.200,22.51363,227.90053
1560.3214,2025-02-04 08:00:10.400,22.51285,84.77359,,,-0.4062367,0.5832445,0.7134566,-0.8062183,-0.3406669,0.2677733,87.2617,41.7433,56.8574,0.6421849,0.6534979,0.397875,0.096117,0.125075,0.529236,1560.3675,2025-02-04 08:00:10.400,22.52411,84.61109
1560.3265,2025-02-04 08:00:10.600,22.49057,31.37399,,,-0.3433883,0.5265355,-0.7343374,-0.7929889,0.3849572,0.2241115,87.7618,39.7818,58.1115,0.5490624,-0.8185503,,,,,1560.2944,2025-02-04 08:00:10.600,22.51520,31.45838
1560.3323,2025-02-04 08:00:10.800,22.48948,246.55854,,,-0.4239235,-0.8450781,-0.3370091,-0.8150793,0.1467591,-0.4438109,84.5025,43.6296,58.0803,-0.9103516,-0.3953995,,,,,1560.3129,2025-02-04 08:00:10.800,22.47375,246.90205
1560.3386,2025-02-04 08:00:11.000,22.49485,175.57181,,,-0.4037165,-0.1929929,0.9070900,-0.8129658,-0.4452209,-0.0930052,85.6739,44.2498,60.2404,-0.1346002,0.9554203,,,,,1560.4072,2025-02-04 08:00:11.000,22.52527,176.15672
1560.3444,2025-02-04 08:00:11.200,22.55868,58.97887,,,-0.4013890,0.9239295,0.0064042,-0.7943659,-0.0120754,0.4299502,81.4633,40.3390,60.5636,0.9994622,0.0654316,0.337458,0.115832,0.148569,0.542272,1560.3063,2025-02-04 08:00:11.200,22.54109,58.78975
1560.3501,2025-02-04 08:00:11.400,22.52211,314.35528,,,-0.4208125,-0.1095629,-0.9814172,-0.7947322,0.4567966,-0.0438328,82.1489,43.8564,58.6850,-0.1054301,-0.9812930,,,,,1560.3800,2025-02-04 08:00:11.400,22.52697,313.92877
1560.3554,2025-02-04 08:00:11.600,22.52727,227.41340,,,-0.3942598,-0.8485032,0.3713351,-0.8029252,-0.1793583,-0.4095864,88.2934,40.8507,53.7611,-0.9215247,0.3019869,,,,,1560.3403,2025-02-04 08:00:11.600,22.51440,227.68157
1560.3610,2025-02-04 08:00:11.800,22.50935,90.61099,,,-0.3773149,0.4694135,0.7649837,-0.8025000,-0.3879684,0.2444211,82.3024,41.0617,61.2322,0.5095565,0.9253643,,,,,1560.3177,2025-02-04 08:00:11.800,22.52356,91.07960
1560.3674,2025-02-04 08:00:12.000,22.53392,34.29356,,,-0.3724733,0.5878499,-0.5910372,-0.7767490,0.3200514,0.3111264,86.4869,42.5961,60.0346,0.7103428,-0.6440079,0.351092,0.138678,0.183827,0.543282,1560.4439,2025-02-04 08:00:12.000,22.50959,34.25543
1560.3736,2025-02-04 08:00:12.200,22.55312,254.19999,,,-0.3825391,-0.7853953,-0.4742095,-0.8444716,0.2451723,-0.3832386,85.8319,43.8465,57.9423,-0.8687318,-0.5305225,,,,,1560.3614,2025-02-04 08:00:12.200,22.57528,253.61590
1560.3800,2025-02-04 08:00:12.400,22.52742,189.02015,,,-0.4012999,-0.3232145,0.8657439,-0.8098657,-0.4629296,-0.1135398,86.7423,42.0840,59.1380,-0.2842873,0.9361910,,,,,1560.3339,2025-02-04 08:00:12.400,22.48366,189.27957
1560.3863,2025-02-04 08:00:12.600,22.52441,62.38071,,,-0.3743507,0.9338468,0.1514713,-0.8007606,-0.0637475,0.4343244,80.8473,39.9361,59.6598,0.9781307,0.1300858,,,,,1560.2826,2025-02-04 08:00:12.600,22.52426,62.35254
1560.3924,2025-02-04 08:00:12.800,22.51184,324.09434,,,-0.4115605,-0.0284996,-0.9100614,-0.8049510,0.4329786,-0.0340828,85.4438,45.1482,56.6830,0.1043295,-1.0443696,0.335647,0.113597,0.139031,0.442487,1560.3955,2025-02-04 08:00:12.800,22.61923,324.33136
1560.3983,2025-02-04 08:00:13.000,22.54922,236.20797,,,-0.4055226,-0.9455638,0.1539785,-0.8438508,-0.1063444,-0.4356343,82.1825,40.6080,60.6651,-0.9575575,0.1502972,,,,,1560.3528,2025-02-04 08:00:13.000,22.41673,235.87404
1560.4051,2025-02-04 08:00:13.200,22.52888,98.72559,,,-0.3830806,0.3868267,0.8036218,-0.8160403,-0.4201876,0.1775564,86.0446,39.4616,61.2503,0.3681357,0.9356672,,,,,1560.2932,2025-02-04 08:00:13.200,22.56437,98.29037
1560.4109,2025-02-04 08:00:13.400,22.53825,66.07435,,,0.0171709,0.7204526,-0.2467475,-0.6022670,0.4288292,0.2773704,84.6809,38.6300,60.3128,-2.1182617,-2.2362512,,,,,1560.4165,2025-02-04 08:00:13.400,22.49609,68.69333
1560.4169,2025-02-04 08:00:13.600,22.51448,257.09478,,,-0.3746374,-0.7541024,-0.5504313,-0.8283530,0.2572678,-0.3310435,88.8454,39.7524,60.0393,-0.7304385,-0.5640458,0.379340,0.088569,0.140208,0.461830,1560.3454,2025-02-04 08:00:13.600,22.49746,256.88364
1560.4231,2025-02-04 08:00:13.800,22.52125,199.64831,,,-0.4254488,-0.4210942,0.8269448,-0.8199463,-0.4187926,-0.1610779,86.0448,40.4559,58.7202,-0.4891169,0.9019811,,,,,1560.3484,2025-02-04 08:00:13.800,22.42383,199.48043
1560.4282,2025-02-04 08:00:14.000,22.54967,64.37752,,,-0.3891927,0.8530964,0.1920006,-0.7824641,-0.1218430,0.4125291,82.9225,39.8007,61.1007,0.9808183,0.2697371,,,,,1560.4207,2025-02-04 08:00:14.000,22.50983,64.10127
1560.4352,2025-02-04 08:00:14.200,22.57316,320.97982,,,-0.4191337,-0.0512580,-0.9057239,-0.7979240,0.4533703,0.0014329,88.0741,39.6828,57.2726,0.0308864,-1.0228203,,,,,1560.3843,2025-02-04 08:00:14.200,22.57125,320.67989
1560.4411,2025-02-04 08:00:14.400,22.51447,239.04647,,,-0.3450333,-0.9328860,0.1611484,-0.8091463,-0.0840440,-0.4065635,83.8485,39.9022,63.1111,-1.0159802,0.2015962,0.635873,0.141511,0.107184,0.359227,1560.3480,2025-02-04 08:00:14.400,22.49360,239.35247
1560.4471,2025-02-04 08:00:14.600,22.50594,99.19899,,,-0.3599483,0.3424115,0.8665963,-0.7855575,-0.4133309,0.1907458,84.8927,44.0897,59.4778,0.4114475,0.8463464,,,,,1560.3874,2025-02-04 08:00:14.600,22.55139,99.12750
1560.4534,2025-02-04 08:00:14.800,22.54323,43.87745,,,-0.3671114,0.7661781,-0.5094492,-0.7946854,0.2706119,0.3734091,82.1036,37.7021,58.1602,0.7549709,-0.5744627,,,,,1560.4411,2025-02-04 08:00:14.800,22.53705,43.85776
1560.4592,2025-02-04 08:00:15.000,22.54321,265.58274,,,-0.3802249,-0.5498046,-0.7041952,-0.8160426,0.3227043,-0.2816930,82.0690,42.6499,56.6192,-0.6332217,-0.7374375,,,,,1560.5583,2025-02-04 08:00:15.000,22.45916,265.85353
1560.4644,2025-02-04 08:00:15.200,22.51323,216.33577,,,-0.3760524,-0.6179323,0.7028875,-0.8196421,-0.3429663,-0.2946370,83.0195,37.8645,60.3500,-0.6553362,0.8134875,0.419208,0.093973,0.137170,0.504980,1560.4984,2025-02-04 08:00:15.200,22.51200,216.50847
1560.4706,2025-02-04 08:00:15.400,22.53706,69.97131,,,-0.3900051,0.8256879,0.3978101,-0.8144366,-0.1680429,0.4073245,86.8706,41.7233,63.2499,0.8809232,0.4325000,,,,,1560.4960,2025-02-04 08:00:15.400,22.53498,70.13711
1560.4763,2025-02-04 08:00:15.600,22.50374,12.68608,,,-0.4008907,0.3283065,-0.8638444,-0.8180145,0.4252826,0.1402337,80.9985,40.7769,59.2386,0.2681470,-0.9776284,,,,,1560.5494,2025-02-04 08:00:15.600,22.57225,12.78230
1560.4833,2025-02-04 08:00:15.800,22.53780,240.86786,,,-0.3721213,-0.9273315,-0.1066182,-0.7916466,0.0513918,-0.4263665,86.1316,43.7743,63.9233,-0.9823855,-0.1222856,,,,,1560.5577,2025-02-04 08:00:15.800,22.48788,241.03291
1560.4889,2025-02-04 08:00:16.000,22.52305,134.43332,,,-0.3989760,0.0839384,0.8790680,-0.8006548,-0.4434567,0.0726856,86.4529,40.8052,57.4853,0.1571487,1.0022083,0.304730,0.091113,0.161364,0.488874,1560.4637,2025-02-04 08:00:16.000,22.57180,134.59789
1560.4952,2025-02-04 08:00:16.200,22.51892,50.47395,,,-0.3640911,0.8540018,-0.3420015,-0.8022273,0.1936453,0.3937923,85.9513,40.2501,58.2605,0.9274550,-0.3046288,,,,,1560.5334,2025-02-04 08:00:16.200,22.54800,50.46091
1560.5011,2025-02-04 08:00:16.400,22.49932,271.74731,,,-0.3589877,-0.4582862,-0.7867891,-0.7886867,0.3977781,-0.2148292,81.5446,45.6529,57.4317,-0.4877425,-0.8274043,,,,,1560.5955,2025-02-04 08:00:16.400,22.45630,271.55175
1560.5079,2025-02-04 08:00:16.600,22.50895,221.11536,,,-0.3809654,-0.7272052,0.5845179,-0.7718547,-0.2952115,-0.3322367,84.1859,41.0683,54.9390,-0.7349666,0.5801129,,,,,1560.4876,2025-02-04 08:00:16.600,22.50132,221.11653
1560.5134,2025-02-04 08:00:16.800,22.54918,77.15506,,,-0.3799628,0.7107669,0.5551276,-0.7993806,-0.2575752,0.3401139,86.1851,39.2904,61.0756,0.7587552,0.6065042,0.293027,0.088348,0.113136,0.440364,1560.5717,2025-02-04 08:00:16.800,22.54185,76.76763
1560.5193,2025-02-04 08:00:17.000,22.51506,17.48602,,,-0.3978844,0.3922148,-0.8173500,-0.8083077,0.4284804,0.1909455,83.5306,41.7892,55.6782,0.5338486,-0.8633088,,,,,1560.5649,2025-02-04 08:00:17.000,22.56218,17.17872
1560.5252,2025-02-04 08:00:17.200,22.53671,247.40272,,,-0.3753545,-0.8935604,-0.3577486,-0.8164578,0.1280704,-0.4443482,80.1239,43.6904,58.6669,-0.9306264,-0.4107066,,,,,1560.5476,2025-02-04 08:00:17.200,22.58679,247.28471
1560.5309,2025-02-04 08:00:17.400,22.53135,154.09040,,,-0.3704880,-0.0412466,0.9149089,-0.8077338,-0.4606858,-0.0168589,88.8210,42.3487,58.2290,-0.1040779,1.0062151,,,,,1560.5162,2025-02-04 08:00:17.400,22.53498,154.09339
1560.5377,2025-02-04 08:00:17.600,22.51455,54.20821,,,-0.3975834,0.8887601,-0.1756909,-0.7862172,0.0787406,0.4652507,86.1288,43.7728,60.1365,0.9756353,-0.1580969,0.625088,0.142215,0.145507,0.666525,1560.4917,2025-02-04 08:00:17.600,22.50845,53.68955
1560.5441,2025-02-04 08:00:17.800,22.51483,284.05136,,,-0.3583756,-0.3267505,-0.8418353,-0.8143701,0.3867042,-0.1774410,85.5028,42.3841,56.3641,-0.3676709,-0.8920351,,,,,1560.4986,2025-02-04 08:00:17.800,22.48549,284.31570
1560.5513,2025-02-04 08:00:18.000,22.52741,225.17066,,,-0.3785744,-0.7035007,0.5545240,-0.8041058,-0.2457792,-0.3178597,87.9458,44.9557,60.0571,-0.7645322,0.5276919,,,,,1560.5737,2025-02-04 08:00:18.000,22.53942,224.39487
1560.5585,2025-02-04 08:00:18.200,22.53543,76.73623,,,-0.3366005,0.6350305,0.6224276,-0.7835728,-0.2838357,0.3451395,81.5155,41.9925,58.2884,0.7933602,0.6499782,,,,,1560.5860,2025-02-04 08:00:18.200,22.58285,77.12284
1560.5648,2025-02-04 08:00:18.400,22.55987,28.10326,,,-0.3694325,0.4774597,-0.8295868,-0.8116603,0.3969388,0.2024610,86.6717,41.1785,59.8238,0.5249185,-0.8842753,0.370674,0.095576,0.117009,0.319216,1560.6710,2025-02-04 08:00:18.400,22.51827,27.93672
1560.5703,2025-02-04 08:00:18.600,22.56132,246.01185,,,-0.3953462,-0.8621001,-0.3137719,-0.8319803,0.1569041,-0.4515326,84.3954,41.1159,59.7625,-0.8902689,-0.3297940,,,,,1560.5943,2025-02-04 08:00:18.600,22.63950,245.68921
1560.5766,2025-02-04 08:00:18.800,22.53003,166.90535,,,-0.3575900,-0.1136030,0.8868370,-0.7898039,-0.4665040,-0.0194460,87.2888,43.3921,56.3670,-0.0842081,1.0413381,,,,,1560.5504,2025-02-04 08:00:18.800,22.50117,167.02728
1560.5826,2025-02-04 08:00:19.000,22.49554,54.83292,,,-0.3580241,0.9039823,-0.1769999,-0.7797789,0.1022216,0.4225876,88.7617,41.6862,60.8554,0.9376041,-0.1815463,,,,,1560.6586,2025-02-04 08:00:19.000,22.57951,54.25796
1560.5873,2025-02-04 08:00:19.200,22.53301,278.17539,,,-0.4154105,-0.4079631,-0.8227171,-0.7983100,0.3923989,-0.2066352,86.5145,46.6126,59.3733,-0.4219860,-0.9385050,0.437889,0.113771,0.159777,0.402728,1560.6018,2025-02-04 08:00:19.200,22.62135,278.08998
