MD,date_time_pd,CT_INC,CT_AZI,ST_INC,ST_AZI,GX,GY,GZ,BX,BY,BZ,CC_RPM,RPM_LT,RPM_UT,RX,RY,AXLSHKPEAK,AXLSHKRMS,RADSHKRMS,RADSHKPEAK,mwd_md,date_time_mwd,mwd_incl,mwd_azim
1120.0103,2025-01-01 08:00:08.600,15.50143,356.18165,,,-0.2685762,0.5693990,0.7820463,0.2679204,-0.3917866,0.7831400,0.3175,2.7387,0.7448,0.5944465,0.7812594,,,,,1120.0515,2025-01-01 08:00:08.600,15.49852,355.65454
1120.0103,2025-01-01 08:00:08.800,15.51579,354.52149,,,-0.2675567,0.5811401,0.7818133,0.2753394,-0.3896902,0.7935532,0.5032,0.4349,0.1608,0.5817555,0.8044167,0.195777,0.045547,0.059537,0.210490,1120.0377,2025-01-01 08:00:08.800,15.48315,354.26382
1120.0103,2025-01-01 08:00:09.000,15.50783,355.03456,,,-0.2571299,0.5861990,0.7825689,0.2660460,-0.3772797,0.7887237,0.5216,0.2420,1.1591,0.6107296,0.8021376,,,,,1120.0002,2025-01-01 08:00:09.000,15.50044,354.44520
1120.0104,2025-01-01 08:00:09.200,15.53760,355.27421,,,-0.2688200,0.5858286,0.7634946,0.2637954,-0.3751312,0.8016380,0.7540,1.7865,0.4246,0.5666155,0.7874998,,,,,1119.9256,2025-01-01 08:00:09.200,15.51334,356.07278
1120.0109,2025-01-01 08:00:09.400,15.52981,354.71584,,,-0.2807761,0.5889194,0.7603875,0.2681445,-0.3520791,0.8042882,0.8730,0.2236,0.5839,0.6244015,0.7796594,,,,,1119.9729,2025-01-01 08:00:09.400,15.53505,354.73340
1120.0109,2025-01-01 08:00:09.600,15.51493,351.12312,,,-0.2778563,0.6158303,0.7311406,0.2589492,-0.3161994,0.8125726,1.5800,2.7707,0.8089,0.6499807,0.7714790,0.132973,0.041725,0.050311,0.166532,1119.9859,2025-01-01 08:00:09.600,15.53687,351.13098
1120.0109,2025-01-01 08:00:09.800,15.49287,349.42316,,,-0.2623484,0.6767392,0.7073490,0.2711391,-0.2794065,0.8372873,2.4892,0.4461,0.5043,0.6959294,0.6868076,,,,,1120.0149,2025-01-01 08:00:09.800,15.60245,349.49662
1120.0109,2025-01-01 08:00:10.000,15.53064,349.12397,,,-0.2698911,0.6717326,0.6762772,0.2658430,-0.2624771,0.8228260,0.9157,0.3762,2.2923,0.7076143,0.7214457,,,,,1120.0216,2025-01-01 08:00:10.000,15.51838,349.06117
1120.0112,2025-01-01 08:00:10.200,15.51542,348.36372,,,-0.2610001,0.7167289,0.6862126,0.2673737,-0.2338920,0.8390792,1.3189,0.2729,0.4776,0.7263257,0.6927428,,,,,1120.0354,2025-01-01 08:00:10.200,15.49171,348.81028
1120.0115,2025-01-01 08:00:10.400,15.53047,348.65791,,,-0.2700977,0.7086909,0.6481800,0.2733782,-0.2308421,0.8434095,0.9954,0.3266,3.0733,0.7628744,0.6887930,0.171639,0.038712,0.044927,0.126263,1120.0058,2025-01-01 08:00:10.400,15.50286,348.62206
1120.0125,2025-01-01 08:00:10.600,15.50481,348.61842,,,-0.2663392,0.7140260,0.6416349,0.2746592,-0.2112136,0.8552206,0.8959,0.3502,0.2065,0.7653468,0.6631228,,,,,1120.0416,2025-01-01 08:00:10.600,15.53563,348.07324
1120.0132,2025-01-01 08:00:10.800,15.49381,347.50291,,,-0.2575275,0.7252316,0.6332826,0.2641095,-0.1844457,0.8588312,0.8470,1.7717,0.4537,0.7667562,0.6607332,,,,,1119.9480,2025-01-01 08:00:10.800,15.47790,347.68818
1120.0135,2025-01-01 08:00:11.000,15.51070,347.46111,,,-0.2808256,0.7456802,0.6018063,0.2632966,-0.1611157,0.8582487,1.2986,0.4906,0.5172,0.7805216,0.6315603,,,,,1120.0682,2025-01-01 08:00:11.000,15.48299,347.59273
1120.0135,2025-01-01 08:00:11.200,15.52612,344.58509,,,-0.2539141,0.7557327,0.5928257,0.2742588,-0.1609673,0.8638548,0.6492,0.1309,0.4949,0.7955005,0.6306182,0.152503,0.045572,0.045936,0.200420,1120.0847,2025-01-01 08:00:11.200,15.51596,345.34224
1120.0136,2025-01-01 08:00:11.400,15.51341,346.68686,,,-0.2814311,0.7785358,0.5833817,0.2562967,-0.1411152,0.8653900,0.8831,-0.0966,0.4210,0.7668531,0.5942166,,,,,1120.0353,2025-01-01 08:00:11.400,15.48100,346.72725
1120.0137,2025-01-01 08:00:11.600,15.50032,346.11136,,,-0.2564910,0.8178013,0.5438030,0.2683004,-0.1098621,0.8776622,2.0802,-0.2321,3.7166,0.8330147,0.5591952,,,,,1120.0395,2025-01-01 08:00:11.600,15.55135,345.53526
1120.0143,2025-01-01 08:00:11.800,15.52851,343.79941,,,-0.2817487,0.8006421,0.5406888,0.2712876,-0.0993908,0.8646789,0.6868,0.9464,0.7277,0.8301403,0.5404051,,,,,1120.0060,2025-01-01 08:00:11.800,15.53824,344.43541
1120.0151,2025-01-01 08:00:12.000,15.53591,342.91941,,,-0.2695754,0.8351247,0.4833974,0.2695040,-0.0455175,0.8755587,2.7389,-0.1612,0.9542,0.8468423,0.4839785,0.105057,0.036890,0.042022,0.187681,1120.0271,2025-01-01 08:00:12.000,15.52744,342.33981
1120.0151,2025-01-01 08:00:12.200,15.53893,343.45820,,,-0.2587901,0.8222355,0.4721104,0.2630968,-0.0358378,0.8656271,0.4098,0.3148,1.2893,0.8706542,0.5296567,,,,,1120.0526,2025-01-01 08:00:12.200,15.53782,343.68705
1120.0151,2025-01-01 08:00:12.400,15.47059,343.14768,,,-0.2653887,0.8606695,0.4471362,0.2647712,-0.0048940,0.8712339,2.1453,-0.0740,1.2793,0.8714205,0.4623220,,,,,1120.0123,2025-01-01 08:00:12.400,15.56448,343.27516
1120.0156,2025-01-01 08:00:12.600,15.50493,343.05360,,,-0.2710368,0.8707473,0.4410609,0.2623278,0.0160133,0.8820842,0.2845,0.1171,2.9112,0.8939568,0.4516814,,,,,1120.0058,2025-01-01 08:00:12.600,15.56928,343.22247
1120.0156,2025-01-01 08:00:12.800,15.50648,341.36622,,,-0.2733628,0.8840604,0.4186690,0.2719166,0.0328223,0.8815860,1.5135,0.6496,2.7800,0.9065404,0.4240389,0.171199,0.041653,0.043676,0.130602,1119.9984,2025-01-01 08:00:12.800,15.50140,341.40652
1120.0156,2025-01-01 08:00:13.000,15.47508,340.27218,,,-0.2623582,0.8834423,0.3917421,0.2766928,0.0448626,0.8655240,0.8396,0.3310,1.9097,0.9357148,0.3941305,,,,,1120.0278,2025-01-01 08:00:13.000,15.46310,340.26906
1120.0156,2025-01-01 08:00:13.200,15.48886,341.55273,,,-0.2619795,0.8912049,0.3956001,0.2753104,0.0575019,0.8632887,0.1213,1.3526,5.0539,0.9205860,0.4090953,,,,,1120.0155,2025-01-01 08:00:13.200,15.53718,341.07894
1120.0169,2025-01-01 08:00:13.400,15.50130,340.66017,,,-0.2714085,0.8742937,0.3982341,0.2706511,0.0526076,0.8695220,-0.1168,2.6220,1.8049,0.8872520,0.4540691,,,,,1120.0069,2025-01-01 08:00:13.400,15.52418,340.66156
1120.0169,2025-01-01 08:00:13.600,15.47771,339.76095,,,-0.2641299,0.8796376,0.3865338,0.2688539,0.0753736,0.8667790,0.8647,0.2525,4.3333,0.9093488,0.3895679,0.150438,0.038993,0.051927,0.227607,1119.8974,2025-01-01 08:00:13.600,15.50957,339.63481
1120.0175,2025-01-01 08:00:13.800,15.53703,341.90639,,,-0.2674321,0.9044761,0.3972967,0.2542940,0.0791366,0.8758153,-0.0835,1.2346,1.7049,0.9301070,0.3991056,,,,,1120.0236,2025-01-01 08:00:13.800,15.54256,341.57490
1120.0175,2025-01-01 08:00:14.000,15.51196,342.05568,,,-0.2716374,0.8874731,0.3750490,0.2674685,0.0555989,0.8823930,-0.1643,0.6586,1.6313,0.8888194,0.4075312,,,,,1120.0719,2025-01-01 08:00:14.000,15.50697,341.99504
1120.0175,2025-01-01 08:00:14.200,15.52310,340.76481,,,-0.2634333,0.8942801,0.3990992,0.2725277,0.0680749,0.8667661,0.2584,0.2711,1.6036,0.9142870,0.3958046,,,,,1119.9964,2025-01-01 08:00:14.200,15.41366,340.81075
1120.0175,2025-01-01 08:00:14.400,15.45006,340.01094,,,-0.2625259,0.8881128,0.3594329,0.2750434,0.0671991,0.8759622,-0.0590,0.1378,1.4246,0.9445231,0.3878248,0.113255,0.035645,0.051372,0.205408,1120.0089,2025-01-01 08:00:14.400,15.49936,340.36770
1120.0184,2025-01-01 08:00:14.600,15.50569,339.94555,,,-0.2767301,0.8947419,0.3815879,0.2718561,0.0671354,0.8735115,-0.1409,1.6404,4.4947,0.9029488,0.3999594,,,,,1120.0557,2025-01-01 08:00:14.600,15.57614,340.29565
1120.0186,2025-01-01 08:00:14.800,15.50595,341.67901,,,-0.2455150,0.9133730,0.3200837,0.2661382,0.1011735,0.8709427,1.8316,-0.2968,3.3008,0.9334663,0.3457701,,,,,1120.0553,2025-01-01 08:00:14.800,15.54439,341.41897
1120.0189,2025-01-01 08:00:15.000,15.46934,340.49956,,,-0.2764394,0.8997178,0.3521267,0.2644955,0.1081771,0.8750145,0.1549,1.2179,1.1661,0.9512346,0.3647574,,,,,1120.0332,2025-01-01 08:00:15.000,15.55690,340.75410
1120.0191,2025-01-01 08:00:15.200,15.46668,339.07959,,,-0.2766364,0.9073747,0.3185654,0.2669611,0.1165305,0.8742326,0.9436,-0.1120,1.1721,0.9402381,0.3659637,0.134474,0.037032,0.056213,0.188693,1120.0206,2025-01-01 08:00:15.200,15.47104,339.10637
1120.0195,2025-01-01 08:00:15.400,15.49517,342.38889,,,-0.2616120,0.9178827,0.3335455,0.2609082,0.1154233,0.8845729,0.2509,-0.1474,1.5533,0.9215020,0.2972334,,,,,1120.0174,2025-01-01 08:00:15.400,15.51854,342.45728
1120.0201,2025-01-01 08:00:15.600,15.48608,338.91732,,,-0.2729280,0.9199093,0.3143818,0.2757549,0.1287436,0.8736533,0.0801,1.5064,0.8661,0.9481387,0.3439020,,,,,1119.9933,2025-01-01 08:00:15.600,15.55713,339.28594
1120.0214,2025-01-01 08:00:15.800,15.51353,341.07939,,,-0.2548807,0.9151610,0.3248018,0.2603132,0.1398743,0.8731295,0.1536,1.2051,0.7118,0.9385924,0.3458422,,,,,1119.9904,2025-01-01 08:00:15.800,15.51076,341.13007
1120.0218,2025-01-01 08:00:16.000,15.52088,338.94693,,,-0.2672381,0.9126435,0.3029748,0.2684808,0.1393384,0.8680026,0.2848,0.7398,0.6711,0.9703456,0.3370989,0.202931,0.054296,0.049201,0.197280,1119.9901,2025-01-01 08:00:16.000,15.48261,338.89126
1120.0221,2025-01-01 08:00:16.200,15.51602,341.56313,,,-0.2789975,0.9349817,0.2791865,0.2633248,0.1479486,0.8598101,1.3570,0.1828,0.5913,0.9421825,0.3140386,,,,,1120.0872,2025-01-01 08:00:16.200,15.50960,340.92484
1120.0236,2025-01-01 08:00:16.400,15.50424,338.67501,,,-0.2660211,0.9277904,0.2910588,0.2688438,0.1598159,0.8656928,0.3975,0.6833,0.3633,0.9286658,0.2827145,,,,,1119.9709,2025-01-01 08:00:16.400,15.48611,338.57517
1120.0236,2025-01-01 08:00:16.600,15.51099,339.54667,,,-0.2654137,0.9266969,0.2654637,0.2702615,0.1861600,0.8593186,1.3579,1.5116,0.4755,0.9922617,0.2734776,,,,,1119.9840,2025-01-01 08:00:16.600,15.50020,339.16464
1120.0236,2025-01-01 08:00:16.800,15.50543,339.85584,,,-0.2674910,0.9329320,0.2129787,0.2559416,0.2093321,0.8466951,1.2384,0.2500,0.1966,0.9673963,0.2175715,0.126201,0.043296,0.042162,0.164202,1119.9778,2025-01-01 08:00:16.800,15.53206,339.56542
1120.0246,2025-01-01 08:00:17.000,15.54341,337.55626,,,-0.2620405,0.9447849,0.2106499,0.2685304,0.2110410,0.8541057,0.3550,0.2810,1.5457,0.9657379,0.2066204,,,,,1119.9175,2025-01-01 08:00:17.000,15.52851,338.04776
1120.0246,2025-01-01 08:00:17.200,15.47789,337.76823,,,-0.2672873,0.9465143,0.2207225,0.2554339,0.2381370,0.8367452,0.3817,1.3816,-0.3362,0.9918421,0.2424203,,,,,1120.0404,2025-01-01 08:00:17.200,15.45735,337.64133
1120.0246,2025-01-01 08:00:17.400,15.53017,339.34193,,,-0.2676824,0.9521934,0.1533061,0.2526445,0.2698233,0.8332402,2.6616,0.1862,-0.2528,0.9724785,0.1550384,,,,,1120.0300,2025-01-01 08:00:17.400,15.53052,338.96176
1120.0250,2025-01-01 08:00:17.600,15.53741,336.71780,,,-0.2680602,0.9434235,0.1438737,0.2597207,0.2824897,0.8362797,0.2259,0.6113,1.9441,0.9867366,0.1518101,0.149442,0.053081,0.067870,0.307445,1120.0651,2025-01-01 08:00:17.600,15.49567,336.55450
1120.0250,2025-01-01 08:00:17.800,15.49781,336.95806,,,-0.2829787,0.9569579,0.1466499,0.2591756,0.2780295,0.8210194,0.2075,2.4202,0.1517,0.9903522,0.1709418,,,,,1120.1212,2025-01-01 08:00:17.800,15.50918,337.41241
1120.0259,2025-01-01 08:00:18.000,15.54054,337.06544,,,-0.2543955,0.9553869,0.1421160,0.2695117,0.2898232,0.8363461,0.1145,3.1985,1.8669,0.9908255,0.1697072,,,,,1120.0481,2025-01-01 08:00:18.000,15.54665,337.26327
1120.0259,2025-01-01 08:00:18.200,15.50752,337.62071,,,-0.2540737,0.9730672,0.1380494,0.2528246,0.2857467,0.8330453,0.0810,0.8283,-0.3382,0.9844747,0.1589310,,,,,1119.9786,2025-01-01 08:00:18.200,15.48737,337.80301
1120.0262,2025-01-01 08:00:18.400,15.52739,337.56717,,,-0.2825432,0.9470668,0.1425668,0.2677474,0.2846663,0.8255403,0.1001,0.9257,0.5274,1.0027533,0.1429693,0.102125,0.039778,0.066125,0.193541,1120.0104,2025-01-01 08:00:18.400,15.43166,337.28687
1120.0271,2025-01-01 08:00:18.600,15.50962,337.81679,,,-0.2416887,0.9519526,0.1420917,0.2629823,0.2880148,0.8288695,0.0702,1.1410,-0.4752,0.9963087,0.1433815,,,,,1119.9910,2025-01-01 08:00:18.600,15.55908,337.66663
1120.0280,2025-01-01 08:00:18.800,15.49292,337.81384,,,-0.2769092,0.9600562,0.1564051,0.2652715,0.2863840,0.8325230,0.1144,2.2034,0.0021,1.0129094,0.1527152,,,,,1120.0208,2025-01-01 08:00:18.800,15.48619,337.44844
1120.0280,2025-01-01 08:00:19.000,15.48595,334.94719,,,-0.2649435,0.9545003,0.1377498,0.2755806,0.2847360,0.8316106,0.0298,1.4941,-0.5198,0.9720607,0.1337131,,,,,1120.0547,2025-01-01 08:00:19.000,15.53089,335.07976
1120.0280,2025-01-01 08:00:19.200,15.51298,337.70999,,,-0.2609463,0.9534902,0.1379923,0.2594819,0.2899420,0.8242832,0.1833,1.0944,-0.6042,1.0020663,0.1319069,0.148736,0.042514,0.057759,0.206007,1120.0328,2025-01-01 08:00:19.200,15.56159,337.43641
1120.0280,2025-01-01 08:00:19.400,15.50663,335.75622,,,-0.2712689,0.9695866,0.1232174,0.2698180,0.3131924,0.8145713,0.9403,1.1818,0.7630,1.0003292,0.1074674,,,,,1120.0262,2025-01-01 08:00:19.400,15.50639,336.10695
1120.0280,2025-01-01 08:00:19.600,15.50837,336.97435,,,-0.2680557,0.9734494,0.0524090,0.2615455,0.3489049,0.8119437,2.5866,1.1392,-0.4592,0.9865156,0.0668732,,,,,1120.0402,2025-01-01 08:00:19.600,15.50532,337.36293
