MD,date_time_pd,CT_INC,CT_AZI,ST_INC,ST_AZI,GX,GY,GZ,BX,BY,BZ,CC_RPM,RPM_LT,RPM_UT,RX,RY,AXLSHKPEAK,AXLSHKRMS,RADSHKRMS,RADSHKPEAK,mwd_md,date_time_mwd,mwd_incl,mwd_azim
1340.0071,2025-01-18 08:00:06.000,18.98717,23.66984,,,-0.3443121,0.8940217,0.3229354,-0.3517018,-0.0640852,0.8498070,-0.0278,-0.4032,-0.0063,0.9434600,0.3277666,,,,,1340.0715,2025-01-18 08:00:06.000,19.01668,23.28716
1340.0079,2025-01-18 08:00:06.200,19.00941,23.53041,,,-0.3355998,0.8872346,0.3167201,-0.3427397,-0.0630390,0.8487878,-0.1794,0.0716,1.8068,0.9587407,0.3260568,,,,,1339.9740,2025-01-18 08:00:06.200,18.95664,23.34160
1340.0080,2025-01-18 08:00:06.400,18.99316,22.59607,,,-0.3275212,0.9054612,0.2802133,-0.3373269,-0.0349033,0.8587124,2.1376,0.9846,-0.0325,0.9497485,0.2927644,0.143105,0.039712,0.063790,0.227179,1339.9981,2025-01-18 08:00:06.400,19.01355,22.69251
1340.0080,2025-01-18 08:00:06.600,18.99208,22.22838,,,-0.3335418,0.9231056,0.2872951,-0.3380926,-0.0325932,0.8431867,0.1619,-0.4258,0.4391,0.9439103,0.3001037,,,,,1340.0703,2025-01-18 08:00:06.600,18.99218,22.01284
1340.0082,2025-01-18 08:00:06.800,18.98495,23.87706,,,-0.3293734,0.9107779,0.2732505,-0.3481618,-0.0383521,0.8552751,-0.2867,0.0723,-0.1500,0.9750387,0.2628787,,,,,1340.0111,2025-01-18 08:00:06.800,19.05347,23.60146
1340.0083,2025-01-18 08:00:07.000,18.98391,21.57504,,,-0.3416698,0.8884347,0.2914338,-0.3294720,-0.0276591,0.8612341,-0.2899,0.2694,1.8286,0.9647653,0.2934315,,,,,1340.0260,2025-01-18 08:00:07.000,19.01877,21.53144
1340.0083,2025-01-18 08:00:07.200,18.97871,22.16468,,,-0.3255269,0.8884663,0.2851821,-0.3408461,-0.0195153,0.8491498,0.1197,0.2482,1.6686,0.9597076,0.3051376,0.191274,0.056027,0.056599,0.181568,1340.0337,2025-01-18 08:00:07.200,19.03726,22.52218
1340.0085,2025-01-18 08:00:07.400,19.01346,25.01002,,,-0.3333665,0.9021434,0.3089344,-0.3362849,-0.0437947,0.8497508,-0.6013,0.1757,0.0925,0.9458641,0.2834613,,,,,1339.9611,2025-01-18 08:00:07.400,19.02941,24.38420
1340.0085,2025-01-18 08:00:07.600,19.00043,23.45073,,,-0.3368156,0.8864598,0.3084604,-0.3322207,-0.0658037,0.8489714,-0.4959,0.2267,0.2850,0.9470885,0.3169881,,,,,1340.0097,2025-01-18 08:00:07.600,18.94370,23.41311
1340.0085,2025-01-18 08:00:07.800,19.00456,22.51067,,,-0.3171930,0.8881894,0.3161153,-0.3424205,-0.0527680,0.8532779,-0.5757,0.2297,0.3049,0.9404464,0.3290858,,,,,1340.0171,2025-01-18 08:00:07.800,18.98619,21.83292
1340.0089,2025-01-18 08:00:08.000,19.00531,25.13342,,,-0.3166166,0.8799519,0.3272312,-0.3429988,-0.0792908,0.8424255,-0.5226,0.1873,3.1334,0.9436319,0.3362648,0.104215,0.037294,0.048224,0.215805,1340.0420,2025-01-18 08:00:08.000,18.94059,24.48170
1340.0089,2025-01-18 08:00:08.200,18.97558,23.08318,,,-0.3370743,0.8748598,0.3408140,-0.3326727,-0.0954501,0.8465652,-0.6747,1.5816,0.9924,0.9209182,0.3608171,,,,,1340.0373,2025-01-18 08:00:08.200,19.05328,22.81044
1340.0089,2025-01-18 08:00:08.400,19.01125,23.50488,,,-0.3290595,0.8977559,0.3466414,-0.3309673,-0.0934858,0.8506825,-0.4528,5.3340,1.2898,0.9063412,0.3630374,,,,,1340.0159,2025-01-18 08:00:08.400,19.03536,23.93108
1340.0092,2025-01-18 08:00:08.600,18.99680,24.13715,,,-0.3172299,0.8656306,0.3567105,-0.3374873,-0.1183117,0.8428965,-0.6666,1.6176,0.4788,0.9387609,0.3736796,,,,,1340.0518,2025-01-18 08:00:08.600,18.96546,24.59266
1340.0092,2025-01-18 08:00:08.800,18.99344,25.61048,,,-0.3256781,0.8812229,0.3645221,-0.3467905,-0.1146285,0.8500441,-0.6475,0.6186,0.3445,0.9027877,0.4142435,0.171640,0.039663,0.056361,0.160832,1339.9733,2025-01-18 08:00:08.800,19.05472,25.92468
1340.0092,2025-01-18 08:00:09.000,19.01396,25.21064,,,-0.3381904,0.8819256,0.3855193,-0.3332174,-0.1004225,0.8420823,0.3441,0.4580,0.5336,0.9178340,0.4049449,,,,,1340.0496,2025-01-18 08:00:09.000,18.92107,25.31498
1340.0096,2025-01-18 08:00:09.200,18.96480,23.86375,,,-0.3342956,0.8799477,0.3571744,-0.3430767,-0.0943002,0.8437200,0.8677,1.5798,0.3005,0.9396274,0.3430313,,,,,1339.9726,2025-01-18 08:00:09.200,19.06375,23.47678
1340.0096,2025-01-18 08:00:09.400,18.98662,25.19966,,,-0.3394883,0.8749650,0.3687916,-0.3487643,-0.1156111,0.8433973,-0.6635,0.3919,0.2300,0.9160703,0.3721149,,,,,1339.9818,2025-01-18 08:00:09.400,19.03605,25.26740
1340.0097,2025-01-18 08:00:09.600,18.96427,25.71366,,,-0.3252461,0.8657698,0.3466677,-0.3544862,-0.0985082,0.8378194,1.1016,3.0731,3.3230,0.9193679,0.3466024,0.182298,0.057076,0.051302,0.192194,1340.1000,2025-01-18 08:00:09.600,19.06559,25.07835
1340.0097,2025-01-18 08:00:09.800,18.97826,26.13391,,,-0.3283519,0.8820614,0.3314025,-0.3482883,-0.0796395,0.8353450,0.4430,3.2396,1.4175,0.9343164,0.3548810,,,,,1339.9962,2025-01-18 08:00:09.800,19.01642,25.69008
1340.0097,2025-01-18 08:00:10.000,19.01892,24.66850,,,-0.3114943,0.8973990,0.3210889,-0.3353807,-0.0789512,0.8418994,0.6333,1.6279,0.6664,0.9538413,0.3495083,,,,,1340.1119,2025-01-18 08:00:10.000,19.04134,24.40762
1340.0102,2025-01-18 08:00:10.200,18.99927,25.78055,,,-0.3213528,0.8844335,0.3436587,-0.3497440,-0.0854455,0.8406873,-0.8918,2.1310,0.7216,0.9255624,0.3645311,,,,,1340.0075,2025-01-18 08:00:10.200,18.95493,25.25806
1340.0102,2025-01-18 08:00:10.400,19.00508,23.71868,,,-0.3044502,0.8945681,0.3360048,-0.3425301,-0.0990371,0.8602003,-0.3616,0.3680,3.0136,0.9413997,0.3691069,0.125749,0.037134,0.054494,0.251295,1339.9537,2025-01-18 08:00:10.400,18.96942,23.43738
1340.0105,2025-01-18 08:00:10.600,18.94641,24.68751,,,-0.3281405,0.8843734,0.3402867,-0.3459749,-0.0825725,0.8504746,0.3221,0.8709,0.5530,0.9502098,0.3650397,,,,,1340.0656,2025-01-18 08:00:10.600,18.98842,24.46444
1340.0106,2025-01-18 08:00:10.800,19.02134,22.57258,,,-0.3216180,0.8767332,0.3351014,-0.3277083,-0.1003075,0.8575300,-0.6584,0.5468,0.3638,0.9384875,0.3516708,,,,,1340.0329,2025-01-18 08:00:10.800,18.99843,22.77725
1340.0106,2025-01-18 08:00:11.000,18.96363,23.96007,,,-0.3281032,0.8685353,0.3663527,-0.3370012,-0.1006167,0.8430074,-0.5318,1.1435,3.3113,0.9238097,0.3678023,,,,,1340.0517,2025-01-18 08:00:11.000,19.03982,23.57294
1340.0115,2025-01-18 08:00:11.200,18.97986,23.88034,,,-0.3224129,0.8784665,0.3388314,-0.3451696,-0.0837715,0.8381770,1.3417,0.3401,0.4261,0.9468928,0.3689883,0.137005,0.035539,0.058451,0.181169,1340.0482,2025-01-18 08:00:11.200,18.95248,24.28186
1340.0115,2025-01-18 08:00:11.400,18.99552,23.90807,,,-0.3297910,0.8777030,0.3247268,-0.3358178,-0.0743257,0.8562642,0.4780,0.3883,0.1298,0.9759265,0.3697886,,,,,1339.9552,2025-01-18 08:00:11.400,18.95195,23.71444
1340.0123,2025-01-18 08:00:11.600,18.96933,22.83895,,,-0.3188649,0.8820632,0.3180185,-0.3346192,-0.0803631,0.8449186,-0.3324,0.8764,-0.0124,0.9840395,0.3424867,,,,,1339.9517,2025-01-18 08:00:11.600,18.94702,22.82451
1340.0130,2025-01-18 08:00:11.800,18.96034,22.74982,,,-0.3430973,0.8976212,0.3369670,-0.3264388,-0.0843698,0.8490861,-0.4713,2.9273,0.9480,0.9506741,0.3893415,,,,,1340.0109,2025-01-18 08:00:11.800,19.04395,22.95166
1340.0130,2025-01-18 08:00:12.000,18.98186,24.75425,,,-0.3430610,0.8663961,0.3117591,-0.3436735,-0.0731032,0.8458856,0.5994,1.5381,1.1390,0.9370425,0.3431626,0.158540,0.036870,0.072259,0.258712,1340.0471,2025-01-18 08:00:12.000,18.97962,24.88748
1340.0137,2025-01-18 08:00:12.200,18.96534,25.24983,,,-0.3297766,0.8890938,0.3285254,-0.3413770,-0.0889057,0.8428252,-0.3236,0.9898,-0.1269,0.9235135,0.3797960,,,,,1339.9338,2025-01-18 08:00:12.200,18.97981,24.99832
1340.0137,2025-01-18 08:00:12.400,19.03106,23.21627,,,-0.3390430,0.8880113,0.3595237,-0.3388249,-0.0907260,0.8463604,-0.1940,0.3133,0.0604,0.9357377,0.3515724,,,,,1340.0546,2025-01-18 08:00:12.400,19.02034,23.83666
1340.0140,2025-01-18 08:00:12.600,18.97203,25.21019,,,-0.3402281,0.8673583,0.3398908,-0.3519336,-0.0889655,0.8410893,-0.1377,0.7209,-0.1205,0.9261565,0.3831210,,,,,1339.9439,2025-01-18 08:00:12.600,18.98409,24.63613
1340.0151,2025-01-18 08:00:12.800,18.97896,23.72917,,,-0.3347123,0.8853802,0.3270994,-0.3359935,-0.0642893,0.8450351,1.4198,0.0353,1.2055,0.9355320,0.3432340,0.189613,0.047466,0.047621,0.155170,1339.9823,2025-01-18 08:00:12.800,19.00654,23.55909
1340.0151,2025-01-18 08:00:13.000,18.99107,23.63750,,,-0.3221807,0.8896445,0.2800462,-0.3455690,-0.0414817,0.8492886,1.4830,1.0701,-0.3383,0.9582615,0.3007521,,,,,1340.0804,2025-01-18 08:00:13.000,18.98910,23.56966
1340.0151,2025-01-18 08:00:13.200,18.97471,22.09849,,,-0.3093398,0.9186690,0.2846170,-0.3416759,-0.0161749,0.8579671,0.7590,3.0227,-0.5358,0.9597615,0.3014003,,,,,1339.9420,2025-01-18 08:00:13.200,18.97354,22.22508
1340.0151,2025-01-18 08:00:13.400,18.99848,21.69513,,,-0.3241121,0.9196663,0.2762256,-0.3419280,-0.0116528,0.8503979,0.8645,1.8195,-0.2925,0.9707092,0.2625215,,,,,1340.0817,2025-01-18 08:00:13.400,18.95615,21.85213
1340.0152,2025-01-18 08:00:13.600,18.99209,22.76134,,,-0.3337388,0.9001604,0.2653905,-0.3468014,-0.0146320,0.8604817,-0.1400,0.0525,0.8181,0.9697889,0.2731108,0.110648,0.040317,0.048290,0.186235,1340.0937,2025-01-18 08:00:13.600,18.95293,22.70675
1340.0158,2025-01-18 08:00:13.800,18.97384,22.91684,,,-0.3452068,0.9156163,0.2828877,-0.3427141,-0.0144501,0.8512577,-0.2196,-0.1895,-0.0471,0.9450129,0.3099436,,,,,1339.9526,2025-01-18 08:00:13.800,18.92656,22.91204
1340.0158,2025-01-18 08:00:14.000,18.98231,22.24421,,,-0.3264652,0.9071300,0.2770547,-0.3283368,-0.0186719,0.8470840,-0.0659,2.0652,0.4302,0.9917816,0.2695394,,,,,1340.0314,2025-01-18 08:00:14.000,19.00333,22.87021
1340.0158,2025-01-18 08:00:14.200,18.96825,21.80160,,,-0.3270977,0.9235550,0.2335852,-0.3403080,0.0126204,0.8565611,1.7704,0.0083,0.5436,0.9823898,0.2527488,,,,,1340.1096,2025-01-18 08:00:14.200,18.93806,21.11183
1340.0160,2025-01-18 08:00:14.400,19.03209,22.08637,,,-0.3244842,0.9145381,0.2235407,-0.3340943,0.0080403,0.8537686,0.5012,0.2638,0.5633,0.9801303,0.2057282,0.117499,0.038769,0.057222,0.149350,1339.9500,2025-01-18 08:00:14.400,19.05617,21.75132
1340.0162,2025-01-18 08:00:14.600,18.99340,21.24036,,,-0.3173671,0.9242083,0.1753527,-0.3465048,0.0464997,0.8488331,1.6984,0.7674,1.9498,1.0129887,0.2095649,,,,,1340.0571,2025-01-18 08:00:14.600,18.95478,20.83604
1340.0162,2025-01-18 08:00:14.800,19.02261,21.35772,,,-0.3380647,0.9359344,0.1852647,-0.3497218,0.0674080,0.8558579,0.3078,-0.1682,1.5583,0.9951714,0.1993625,,,,,1339.9964,2025-01-18 08:00:14.800,18.99896,21.26046
1340.0162,2025-01-18 08:00:15.000,19.00433,20.52688,,,-0.3286298,0.9258163,0.1740649,-0.3334545,0.0578455,0.8532123,0.5011,0.8290,-0.0414,0.9749387,0.1791296,,,,,1340.0472,2025-01-18 08:00:15.000,19.07901,20.33318
1340.0168,2025-01-18 08:00:15.200,18.99468,20.03890,,,-0.3278231,0.9396672,0.1500013,-0.3353754,0.0911495,0.8462042,1.0766,1.2850,0.0548,0.9803124,0.1594530,0.139149,0.044353,0.057654,0.240556,1340.0233,2025-01-18 08:00:15.200,18.93087,19.99350
1340.0168,2025-01-18 08:00:15.400,18.97379,18.15813,,,-0.3373388,0.9295186,0.1312307,-0.3283119,0.0908613,0.8429973,0.7201,1.3265,0.0893,1.0076452,0.1439148,,,,,1339.9876,2025-01-18 08:00:15.400,18.96058,18.48008
1340.0173,2025-01-18 08:00:15.600,18.99464,17.56727,,,-0.3213878,0.9362024,0.1271791,-0.3355222,0.1150857,0.8447689,0.9100,-0.0632,0.6759,0.9903106,0.1292516,,,,,1340.0721,2025-01-18 08:00:15.600,18.98157,17.83870
1340.0178,2025-01-18 08:00:15.800,19.04764,17.49341,,,-0.3343512,0.9413525,0.0587748,-0.3372605,0.1741714,0.8383102,2.8437,0.1978,1.3271,1.0043069,0.0700158,,,,,1340.0073,2025-01-18 08:00:15.800,18.99402,17.60228
1340.0178,2025-01-18 08:00:16.000,18.98453,17.61756,,,-0.3246617,0.9421651,0.0523334,-0.3367842,0.1765318,0.8276519,0.7592,0.7302,0.5065,1.0131709,0.0222379,0.118640,0.038942,0.045298,0.131857,1339.9768,2025-01-18 08:00:16.000,19.01985,17.67227
1340.0187,2025-01-18 08:00:16.200,18.96362,18.40310,,,-0.3289852,0.9561326,0.0403965,-0.3403663,0.1930637,0.8276615,0.8457,0.4425,1.3678,0.9871986,0.0203067,,,,,1340.0904,2025-01-18 08:00:16.200,19.00606,18.26085
1340.0187,2025-01-18 08:00:16.400,19.00567,16.33586,,,-0.3178338,0.9555746,-0.0224751,-0.3397608,0.2317794,0.8188060,2.7754,0.1532,0.6244,1.0019994,-0.0303483,,,,,1340.0944,2025-01-18 08:00:16.400,18.96872,16.30922
1340.0199,2025-01-18 08:00:16.600,18.97952,17.38405,,,-0.3222416,0.9494002,-0.0574254,-0.3398626,0.2727769,0.7960548,1.4594,3.1023,0.5542,1.0041512,-0.0617513,,,,,1340.0913,2025-01-18 08:00:16.600,19.01805,17.08066
1340.0202,2025-01-18 08:00:16.800,18.98614,16.77067,,,-0.3106162,0.9392231,-0.1043428,-0.3389343,0.3090053,0.7925598,2.3256,1.5246,0.7254,0.9925399,-0.0999972,0.145317,0.039615,0.059583,0.247405,1340.1497,2025-01-18 08:00:16.800,18.96974,16.52141
1340.0202,2025-01-18 08:00:17.000,18.99979,15.05153,,,-0.3316242,0.9455767,-0.0914203,-0.3393994,0.3206706,0.7891591,0.4174,-0.0799,0.8807,1.0067796,-0.1051482,,,,,1339.9108,2025-01-18 08:00:17.000,19.04343,14.73622
1340.0207,2025-01-18 08:00:17.200,18.94639,13.44039,,,-0.3342673,0.9118691,-0.1279354,-0.3351391,0.3259569,0.7765804,0.9026,2.3257,0.9404,0.9993103,-0.1482664,,,,,1340.1386,2025-01-18 08:00:17.200,18.98989,13.71930
1340.0213,2025-01-18 08:00:17.400,19.02412,14.20805,,,-0.3338011,0.9354779,-0.1255249,-0.3483542,0.3360338,0.7836142,0.5440,-0.1791,1.1003,0.9744689,-0.1405387,,,,,1340.0736,2025-01-18 08:00:17.400,18.97462,14.21537
1340.0215,2025-01-18 08:00:17.600,18.98604,14.10933,,,-0.3490747,0.9272525,-0.1595338,-0.3513436,0.3489413,0.7649730,1.1397,-0.1841,3.8273,0.9908785,-0.1458122,0.226672,0.050584,0.049578,0.192033,1339.9881,2025-01-18 08:00:17.600,18.95728,14.26729
1340.0215,2025-01-18 08:00:17.800,18.99959,12.28795,,,-0.3246084,0.9356059,-0.1836671,-0.3315275,0.3659539,0.7591943,0.7998,-0.1068,0.8809,1.0027955,-0.1748638,,,,,1340.0344,2025-01-18 08:00:17.800,19.05185,12.47666
1340.0215,2025-01-18 08:00:18.000,18.99375,11.72975,,,-0.3390103,0.9321448,-0.2183935,-0.3307561,0.3957641,0.7462998,2.1024,1.4021,1.5598,1.0048054,-0.2012957,,,,,1340.0351,2025-01-18 08:00:18.000,19.07471,12.03224
1340.0215,2025-01-18 08:00:18.200,19.04088,11.84630,,,-0.3313733,0.9160329,-0.2375874,-0.3266332,0.4216267,0.7478970,0.9396,-0.0721,0.9695,0.9648298,-0.2502274,,,,,1339.9831,2025-01-18 08:00:18.200,19.00734,11.78439
1340.0215,2025-01-18 08:00:18.400,19.00933,10.57181,,,-0.3354047,0.9094088,-0.2571835,-0.3378268,0.4351874,0.7276346,1.1108,-0.2780,0.9678,0.9333203,-0.2627287,0.114353,0.036589,0.045712,0.128196,1339.9721,2025-01-18 08:00:18.400,18.99328,10.67107
1340.0215,2025-01-18 08:00:18.600,18.98871,10.66017,,,-0.3215807,0.9065756,-0.2768002,-0.3391425,0.4632778,0.7207001,1.7849,1.7341,1.5988,0.9461742,-0.3292045,,,,,1340.0020,2025-01-18 08:00:18.600,19.01397,10.29828
1340.0224,2025-01-18 08:00:18.800,19.00852,10.72562,,,-0.3292075,0.8919247,-0.2979969,-0.3474913,0.4675978,0.7085424,0.5846,-0.0744,1.0734,0.9518382,-0.3323961,,,,,1339.9924,2025-01-18 08:00:18.800,18.97448,10.99397
1340.0230,2025-01-18 08:00:19.000,18.96946,12.58372,,,-0.3098009,0.8858647,-0.3227480,-0.3398242,0.4849602,0.6937349,1.4978,0.2476,3.7595,0.9340112,-0.3623595,,,,,1339.9422,2025-01-18 08:00:19.000,18.94883,12.39067
1340.0230,2025-01-18 08:00:19.200,19.01044,9.77794,,,-0.3287553,0.8858470,-0.3490399,-0.3401521,0.5046595,0.6840112,1.3207,2.1147,1.1852,0.9244627,-0.3701253,0.169851,0.039375,0.048150,0.174321,1340.0265,2025-01-18 08:00:19.200,18.96089,9.13426
1340.0230,2025-01-18 08:00:19.400,19.06493,7.59750,,,-0.3148029,0.8570754,-0.3868792,-0.3381108,0.5437584,0.6516778,2.6370,0.0043,2.7114,0.9095084,-0.4651770,,,,,1339.9837,2025-01-18 08:00:19.400,19.03374,7.27298
